LoanID,LoanAmount,Income,Age,CreditScore,ExistingEMI,EmploymentStatus,Tenure,MaritalStatus,Dependents,RepaymentHistory,Purpose,Stage,DelinquencyCount12M,DefaultStatus
6681,423554,28121,56,603,4436,Self-Employed,47,Widowed,4,Good,Home Loan,Disbursement,0,0
6682,490651,29419,26,436,6122,Retired,44,Single,0,Good,Car Loan,File,1,0
6683,205753,31603,40,664,17396,Employed,8,Divorced,2,Average,Business Loan,Disbursement,4,0
6684,37101,6667,40,513,8163,Unemployed,38,Single,1,Good,Home Loan,Sanction,1,0
6685,7775,10457,52,520,12778,Self-Employed,12,Divorced,4,Average,Personal Loan,Lead,1,0
6686,640785,10293,51,376,6258,Retired,46,Divorced,1,Poor,Home Loan,Disbursement,1,1
6687,495399,26238,40,729,4405,Unemployed,45,Married,3,Poor,Home Loan,Lead,2,0
6688,50619,25542,50,350,6230,Unemployed,49,Married,0,Average,Car Loan,Disbursement,0,0
6689,968342,22357,23,329,1526,Employed,48,Divorced,2,Good,Business Loan,Disbursement,1,0
6690,257388,28110,40,414,3685,Retired,33,Single,2,Good,Car Loan,File,0,0
6691,417755,37037,28,749,10652,Unemployed,49,Single,4,Poor,Personal Loan,Lead,0,0
6692,762634,20867,41,808,7436,Employed,42,Widowed,3,Average,Home Loan,Lead,1,0
6693,848556,19597,43,337,14034,Unemployed,9,Married,2,Good,Personal Loan,Sanction,0,0
6694,70149,13184,21,612,19631,Retired,34,Married,3,Good,Personal Loan,Sanction,1,0
6695,31616,22813,22,444,13246,Unemployed,17,Married,4,Good,Home Loan,Lead,0,0
6696,751055,27482,30,432,8517,Employed,33,Widowed,3,Good,Car Loan,File,2,0
6697,190639,28157,57,845,756,Employed,28,Single,4,Good,Home Loan,Lead,2,0
6698,697459,17660,50,488,6779,Retired,26,Divorced,2,Good,Business Loan,Disbursement,2,0
6699,211903,16686,64,302,8199,Employed,27,Married,1,Good,Car Loan,File,2,0
6700,236318,35337,44,630,2549,Employed,53,Divorced,0,Good,Personal Loan,Disbursement,2,0
6701,853231,26479,52,606,14242,Employed,33,Divorced,4,Good,Business Loan,File,1,0
6702,357365,36313,50,573,10979,Retired,42,Single,0,Poor,Business Loan,Lead,4,0
6703,906311,2908,58,687,5267,Employed,16,Divorced,1,Good,Home Loan,File,2,0
6704,292623,39230,34,775,2462,Retired,56,Single,1,Good,Home Loan,Disbursement,0,0
6705,968676,6083,23,352,17739,Employed,22,Married,3,Good,Business Loan,Sanction,2,0
6706,366309,5340,45,662,6295,Employed,6,Married,4,Good,Business Loan,File,1,0
6707,60863,33829,27,737,19710,Employed,58,Widowed,4,Average,Business Loan,File,3,0
6708,178115,9039,37,659,17406,Self-Employed,21,Widowed,1,Poor,Personal Loan,Disbursement,1,0
6709,874001,13410,61,358,12150,Self-Employed,36,Divorced,0,Good,Car Loan,Lead,0,0
6710,500654,9155,47,598,14997,Unemployed,28,Married,1,Good,Business Loan,Disbursement,0,0
6711,508323,27589,58,739,13375,Retired,26,Widowed,0,Average,Car Loan,File,1,0
6712,413624,39677,58,452,11122,Retired,6,Divorced,3,Good,Home Loan,Lead,0,0
6713,782635,10397,43,453,14048,Employed,49,Widowed,0,Good,Home Loan,File,4,0
6714,718340,14237,52,804,13894,Employed,32,Single,2,Good,Personal Loan,Sanction,2,0
6715,283495,36819,22,826,9531,Employed,34,Married,0,Good,Car Loan,Lead,2,0
6716,140203,2002,31,487,12697,Retired,24,Married,2,Average,Car Loan,File,2,0
6717,252908,2324,54,352,11472,Employed,14,Married,1,Good,Business Loan,Sanction,0,0
6718,836257,18988,54,369,13583,Unemployed,43,Married,4,Average,Home Loan,File,0,0
6719,802781,23275,27,523,11271,Employed,50,Single,3,Good,Home Loan,Sanction,0,0
6720,197003,34061,30,418,3423,Self-Employed,54,Divorced,1,Average,Car Loan,Sanction,0,0
6721,835686,37890,45,788,7442,Retired,24,Married,2,Good,Business Loan,Disbursement,3,0
6722,829657,26360,22,550,8438,Employed,51,Married,2,Good,Car Loan,Disbursement,2,0
6723,502599,17829,50,641,7781,Retired,11,Widowed,2,Good,Car Loan,Lead,2,0
6724,279597,21498,37,849,16508,Employed,29,Single,1,Good,Business Loan,File,2,0
6725,679174,13467,49,610,4829,Self-Employed,42,Widowed,2,Good,Personal Loan,Lead,2,0
6726,678623,2346,38,335,11131,Self-Employed,12,Single,1,Good,Business Loan,Lead,2,0
6727,606982,15369,55,843,12815,Retired,54,Married,0,Good,Car Loan,Disbursement,4,0
6728,545023,15997,37,808,6758,Unemployed,31,Married,2,Good,Business Loan,File,4,0
6729,938334,38211,42,393,17977,Unemployed,23,Divorced,1,Poor,Personal Loan,Lead,1,1
6730,839325,26686,45,625,12595,Retired,10,Single,1,Average,Personal Loan,File,0,0
6731,705033,34790,40,757,6339,Employed,33,Widowed,1,Poor,Home Loan,Disbursement,1,0
6732,918438,22200,36,514,7361,Unemployed,33,Divorced,2,Average,Business Loan,File,3,0
6733,749822,12155,45,831,19900,Employed,53,Divorced,4,Average,Home Loan,Disbursement,0,0
6734,574354,15074,35,581,11796,Self-Employed,59,Single,0,Good,Business Loan,File,3,0
6735,760675,20091,57,830,4245,Retired,38,Divorced,3,Good,Business Loan,Disbursement,0,0
6736,139445,8715,35,445,14365,Retired,55,Single,4,Poor,Personal Loan,Disbursement,1,1
6737,408551,22199,35,514,3857,Retired,42,Divorced,1,Average,Car Loan,Lead,0,0
6738,946245,27322,38,638,15390,Retired,18,Married,2,Good,Car Loan,Lead,3,0
6739,802124,2514,57,341,7180,Unemployed,23,Single,4,Good,Home Loan,Lead,4,0
6740,969799,5039,21,579,12585,Employed,59,Divorced,2,Good,Personal Loan,File,1,0
6741,574829,7861,53,588,19756,Employed,34,Married,0,Good,Business Loan,Lead,0,0
6742,170129,20725,23,845,1549,Unemployed,14,Single,0,Good,Personal Loan,Lead,0,0
6743,596271,38130,42,746,12799,Retired,42,Married,2,Good,Home Loan,Sanction,0,0
6744,679943,38258,41,733,19922,Self-Employed,25,Married,4,Good,Business Loan,Lead,1,0
6745,158837,32691,61,564,10820,Unemployed,31,Divorced,4,Good,Personal Loan,Sanction,0,0
6746,719647,26532,47,846,19851,Self-Employed,17,Divorced,4,Average,Personal Loan,Sanction,2,0
6747,946410,39935,24,662,15762,Employed,26,Married,4,Average,Car Loan,Sanction,3,0
6748,912179,5178,55,333,4646,Employed,23,Divorced,4,Good,Business Loan,Lead,3,0
6749,876535,25815,21,766,16465,Employed,47,Married,1,Poor,Personal Loan,File,0,0
6750,740035,21708,24,482,8420,Employed,53,Single,4,Good,Business Loan,Lead,4,0
6751,182597,28138,44,388,19868,Employed,45,Widowed,2,Good,Business Loan,File,3,0
6752,698590,19928,49,600,17768,Unemployed,37,Single,4,Good,Personal Loan,Sanction,0,0
6753,417736,24235,42,748,19443,Retired,30,Married,3,Good,Business Loan,Sanction,2,0
6754,483454,27101,43,789,11870,Unemployed,59,Divorced,1,Good,Car Loan,File,4,0
6755,450150,31590,41,414,18533,Unemployed,20,Single,3,Good,Home Loan,File,1,0
6756,292710,23017,34,467,16053,Retired,29,Divorced,3,Good,Home Loan,File,0,0
6757,864625,11941,28,725,15523,Unemployed,40,Widowed,4,Good,Car Loan,File,0,0
6758,501440,27416,36,303,16575,Unemployed,8,Married,3,Poor,Business Loan,Sanction,3,1
6759,428350,20649,55,495,15235,Self-Employed,45,Divorced,0,Poor,Car Loan,Disbursement,4,1
6760,408561,10904,44,643,4604,Employed,36,Married,3,Poor,Car Loan,Lead,3,0
6761,781372,27336,46,542,12371,Unemployed,51,Widowed,4,Average,Home Loan,Disbursement,4,0
6762,650303,7260,27,805,7656,Unemployed,58,Widowed,2,Poor,Home Loan,Sanction,0,0
6763,177257,15657,45,718,17013,Retired,44,Single,2,Good,Business Loan,File,1,0
6764,775824,38959,58,513,7792,Self-Employed,6,Married,1,Average,Business Loan,Lead,2,0
6765,229021,31079,46,432,6114,Retired,11,Married,2,Good,Home Loan,Sanction,4,0
6766,660244,13381,46,823,4169,Retired,18,Married,1,Average,Car Loan,File,3,0
6767,600032,18056,50,428,14728,Self-Employed,24,Married,3,Good,Home Loan,Sanction,2,0
6768,300599,23283,22,389,8620,Retired,34,Married,3,Good,Home Loan,Lead,4,0
6769,513433,3467,63,454,7769,Retired,41,Divorced,4,Poor,Personal Loan,File,0,1
6770,950522,23236,29,624,14131,Retired,37,Single,0,Good,Business Loan,Sanction,3,0
6771,321363,8101,59,430,3685,Employed,14,Widowed,3,Good,Personal Loan,Sanction,2,0
6772,837423,9547,64,551,15431,Retired,31,Divorced,3,Good,Home Loan,Lead,3,0
6773,602904,4760,31,442,9584,Retired,7,Married,3,Good,Business Loan,File,3,0
6774,616726,14648,35,429,5433,Retired,57,Widowed,4,Good,Business Loan,File,3,0
6775,121841,36161,32,432,9859,Retired,46,Single,2,Good,Personal Loan,File,3,0
6776,669846,38461,55,348,12336,Self-Employed,57,Widowed,0,Good,Home Loan,Disbursement,1,0
6777,174934,23762,60,729,16149,Self-Employed,38,Single,3,Good,Car Loan,Sanction,2,0
6778,782022,20083,36,352,3259,Self-Employed,15,Divorced,0,Good,Personal Loan,Lead,2,0
6779,588158,19504,52,467,4851,Employed,41,Married,1,Good,Home Loan,Lead,4,0
6780,91694,15065,38,343,3254,Unemployed,50,Single,3,Good,Personal Loan,File,4,0
6781,242068,19112,41,559,1098,Employed,36,Widowed,4,Average,Business Loan,Sanction,0,0
6782,835288,13696,36,517,4102,Retired,20,Single,1,Good,Personal Loan,Sanction,0,0
6783,106407,18999,27,336,18932,Unemployed,55,Widowed,2,Good,Home Loan,File,3,0
6784,498960,35138,25,627,6709,Retired,21,Married,2,Good,Personal Loan,Lead,4,0
6785,560667,23722,64,307,14667,Self-Employed,50,Widowed,0,Good,Car Loan,Lead,0,0
6786,856161,32199,61,405,7771,Unemployed,26,Single,1,Average,Personal Loan,Sanction,0,0
6787,426594,31432,53,459,10264,Unemployed,56,Divorced,1,Good,Personal Loan,Sanction,1,0
6788,241500,11139,51,661,3,Unemployed,27,Widowed,2,Good,Home Loan,Lead,2,0
6789,583641,24715,41,708,5543,Employed,46,Widowed,0,Good,Car Loan,Sanction,1,0
6790,710356,29124,23,562,3280,Unemployed,51,Single,2,Good,Personal Loan,Lead,3,0
6791,805463,25403,30,417,7758,Unemployed,56,Divorced,0,Good,Business Loan,File,3,0
6792,216144,4422,31,400,5618,Retired,44,Divorced,3,Good,Home Loan,Lead,1,0
6793,595270,15455,42,493,7266,Unemployed,26,Widowed,3,Average,Home Loan,Disbursement,0,0
6794,41683,30187,37,699,3801,Employed,54,Single,2,Good,Car Loan,File,3,0
6795,119091,29122,45,651,16769,Employed,46,Single,2,Good,Home Loan,Lead,1,0
6796,122797,11532,61,528,10476,Retired,58,Widowed,2,Good,Car Loan,Sanction,4,0
6797,415834,15541,48,600,13865,Self-Employed,30,Widowed,0,Good,Car Loan,Disbursement,3,0
6798,535875,17481,40,772,11416,Retired,37,Single,1,Good,Personal Loan,Sanction,0,0
6799,329934,8760,50,702,1750,Unemployed,24,Widowed,1,Good,Home Loan,Sanction,3,0
6800,298624,22954,51,387,12793,Unemployed,55,Widowed,2,Good,Car Loan,Lead,4,0
6801,758890,35341,33,751,12556,Employed,29,Married,1,Good,Personal Loan,File,2,0
6802,680887,29419,30,698,15876,Unemployed,18,Single,2,Average,Business Loan,File,2,0
6803,290713,25119,53,352,13087,Employed,8,Single,3,Good,Business Loan,Disbursement,4,0
6804,802583,4222,61,322,10924,Self-Employed,29,Married,0,Poor,Car Loan,Sanction,0,1
6805,469310,31363,40,637,13992,Employed,58,Divorced,4,Good,Personal Loan,Sanction,1,0
6806,195246,28273,34,530,3483,Unemployed,34,Single,2,Good,Car Loan,Lead,3,0
6807,574027,2787,28,352,4370,Retired,8,Married,4,Good,Car Loan,File,4,0
6808,562242,30365,28,724,12216,Self-Employed,32,Divorced,4,Good,Business Loan,Sanction,3,0
6809,773223,39435,58,472,7396,Retired,22,Divorced,2,Good,Home Loan,Lead,3,0
6810,114373,27162,48,786,4693,Unemployed,22,Divorced,0,Good,Business Loan,Lead,0,0
6811,957807,13357,30,821,3572,Self-Employed,19,Divorced,4,Good,Business Loan,Disbursement,3,0
6812,563988,29277,60,682,18303,Retired,54,Divorced,2,Good,Personal Loan,Lead,2,0
6813,128728,22420,34,625,17221,Unemployed,7,Married,4,Good,Car Loan,File,2,0
6814,990072,36477,34,392,17413,Unemployed,24,Married,3,Good,Business Loan,File,3,0
6815,858220,14167,26,422,13789,Unemployed,52,Divorced,1,Good,Personal Loan,File,1,0
6816,600333,17590,54,628,5063,Employed,6,Divorced,3,Good,Personal Loan,File,2,0
6817,436058,29883,37,517,14806,Employed,57,Widowed,1,Good,Personal Loan,Disbursement,4,0
6818,674260,23596,41,659,1026,Employed,14,Single,4,Average,Home Loan,Sanction,3,0
6819,919424,3510,59,406,17376,Employed,19,Single,0,Good,Car Loan,File,2,0
6820,871491,32763,48,510,18300,Unemployed,10,Single,4,Good,Personal Loan,Disbursement,3,0
6821,531169,24287,58,773,3708,Unemployed,34,Single,0,Average,Home Loan,Sanction,4,0
6822,955541,16374,35,385,12773,Employed,26,Married,4,Good,Personal Loan,Disbursement,2,0
6823,924134,26551,56,597,14570,Unemployed,40,Widowed,3,Good,Home Loan,File,4,0
6824,812221,25936,56,770,16402,Retired,51,Single,2,Average,Business Loan,Sanction,4,0
6825,393227,30652,29,454,1244,Unemployed,11,Single,3,Average,Car Loan,File,1,0
6826,93059,38274,64,663,31,Unemployed,32,Married,4,Good,Home Loan,Disbursement,0,0
6827,743854,5633,55,626,15198,Employed,28,Widowed,3,Good,Personal Loan,Disbursement,1,0
6828,837583,28982,38,843,7041,Retired,52,Divorced,1,Good,Car Loan,Sanction,2,0
6829,447136,19845,37,692,18383,Self-Employed,14,Divorced,3,Good,Personal Loan,Sanction,2,0
6830,638676,24298,38,326,3856,Self-Employed,16,Single,1,Good,Business Loan,File,4,0
6831,203303,8352,24,492,3375,Retired,11,Single,2,Good,Personal Loan,Disbursement,0,0
6832,516162,36939,40,833,5438,Employed,15,Widowed,1,Average,Business Loan,Disbursement,3,0
6833,478573,10594,33,477,136,Retired,58,Single,2,Good,Home Loan,Sanction,3,0
6834,270406,10475,31,416,1781,Self-Employed,18,Widowed,3,Good,Home Loan,Lead,4,0
6835,334125,24499,63,453,13189,Unemployed,57,Married,3,Good,Business Loan,Disbursement,1,0
6836,912383,30838,53,824,3535,Employed,55,Widowed,0,Good,Personal Loan,Disbursement,0,0
6837,914531,32447,48,704,4215,Retired,57,Divorced,1,Average,Personal Loan,Disbursement,3,0
6838,86972,39424,28,413,2499,Employed,16,Single,3,Poor,Home Loan,Sanction,0,1
6839,342629,12387,63,522,19543,Employed,23,Married,1,Good,Personal Loan,Disbursement,1,0
6840,59722,4670,40,506,9126,Retired,13,Single,1,Good,Car Loan,Sanction,4,0
6841,880931,6360,38,656,6029,Retired,52,Single,1,Poor,Personal Loan,File,1,0
6842,186890,37316,27,356,9458,Retired,19,Single,1,Poor,Car Loan,Disbursement,3,1
6843,952436,20710,64,677,6062,Employed,33,Widowed,0,Good,Business Loan,Lead,2,0
6844,274045,36974,53,707,8383,Employed,31,Widowed,0,Good,Personal Loan,Sanction,4,0
6845,122473,7179,31,763,14451,Self-Employed,17,Married,2,Good,Home Loan,Disbursement,2,0
6846,497239,17676,50,849,18532,Unemployed,9,Married,4,Good,Personal Loan,Sanction,1,0
6847,275741,27063,55,630,5472,Unemployed,58,Single,0,Good,Home Loan,Sanction,3,0
6848,396775,7475,40,336,12242,Self-Employed,18,Married,1,Average,Home Loan,File,3,0
6849,528260,11681,57,780,10129,Employed,22,Married,4,Good,Car Loan,File,2,0
6850,855341,8965,30,625,19050,Self-Employed,54,Single,3,Average,Business Loan,Disbursement,4,0
6851,863823,35566,50,534,11410,Unemployed,6,Divorced,2,Good,Car Loan,Lead,4,0
6852,744574,29874,38,570,15308,Employed,26,Single,3,Good,Personal Loan,Disbursement,1,0
6853,930767,38123,45,434,2996,Unemployed,39,Widowed,1,Poor,Personal Loan,Sanction,3,1
6854,330437,22313,52,795,18466,Employed,42,Widowed,4,Average,Home Loan,Lead,1,0
6855,773184,2859,59,666,15551,Retired,21,Married,3,Good,Personal Loan,Lead,0,0
6856,161877,26939,54,321,3558,Unemployed,10,Married,0,Average,Car Loan,Lead,4,0
6857,489895,16318,64,618,13739,Employed,28,Widowed,2,Good,Personal Loan,Disbursement,2,0
6858,541162,12337,59,300,14003,Self-Employed,50,Single,0,Good,Car Loan,Disbursement,4,0
6859,753425,13023,51,431,19997,Employed,50,Widowed,1,Poor,Car Loan,File,3,1
6860,877834,14870,48,422,16467,Employed,45,Married,2,Good,Car Loan,Lead,3,0
6861,805511,39790,46,754,3802,Unemployed,8,Married,1,Average,Business Loan,Disbursement,4,0
6862,448066,27491,64,532,12585,Self-Employed,11,Single,2,Good,Personal Loan,Lead,2,0
6863,339923,16274,24,434,8572,Employed,58,Divorced,4,Good,Business Loan,File,0,0
6864,624696,20158,63,781,14473,Employed,50,Married,2,Good,Car Loan,Lead,4,0
6865,931522,21749,40,311,3354,Unemployed,18,Divorced,4,Good,Personal Loan,File,4,0
6866,649894,26398,28,310,11274,Employed,54,Single,3,Good,Home Loan,Disbursement,2,0
6867,972004,17970,22,741,14238,Self-Employed,16,Single,2,Good,Home Loan,Disbursement,1,0
6868,125062,32135,47,572,4772,Self-Employed,44,Widowed,4,Good,Home Loan,Lead,2,0
6869,17100,10342,54,699,2755,Retired,48,Widowed,4,Good,Home Loan,Disbursement,4,0
6870,324165,13412,56,702,11021,Employed,28,Widowed,1,Good,Personal Loan,Disbursement,4,0
6871,680160,37789,41,792,11139,Self-Employed,56,Divorced,3,Good,Business Loan,File,1,0
6872,395270,39005,28,749,9749,Employed,35,Single,3,Good,Personal Loan,File,0,0
6873,199472,17293,43,578,16459,Unemployed,55,Married,2,Poor,Car Loan,Disbursement,2,0
6874,883878,15194,63,718,16256,Employed,17,Widowed,1,Good,Home Loan,Disbursement,4,0
6875,820869,27646,28,693,9623,Self-Employed,51,Single,4,Good,Home Loan,File,0,0
6876,239196,30765,25,334,1295,Retired,29,Widowed,3,Average,Car Loan,File,0,0
6877,212609,19144,60,769,8760,Employed,36,Widowed,3,Good,Car Loan,Sanction,4,0
6878,969179,39219,21,811,9102,Retired,57,Divorced,1,Good,Home Loan,Disbursement,2,0
6879,680302,39395,41,605,1291,Self-Employed,31,Widowed,2,Good,Business Loan,File,4,0
6880,288006,37507,64,811,15910,Retired,33,Widowed,4,Good,Car Loan,File,2,0
6881,278813,23932,63,742,3542,Self-Employed,35,Divorced,4,Good,Personal Loan,Lead,1,0
6882,912651,26300,30,759,13344,Employed,32,Married,0,Good,Home Loan,Sanction,4,0
6883,714132,25229,22,712,2016,Employed,39,Divorced,4,Good,Car Loan,Lead,1,0
6884,807348,8867,41,824,12784,Unemployed,41,Single,3,Good,Car Loan,Sanction,2,0
6885,278022,11108,33,699,6060,Employed,35,Widowed,1,Good,Car Loan,Lead,1,0
6886,794417,32783,64,837,11837,Unemployed,9,Widowed,1,Good,Car Loan,Lead,1,0
6887,496121,5943,48,378,4599,Employed,33,Widowed,3,Good,Car Loan,Sanction,0,0
6888,209720,17523,50,801,3877,Employed,40,Married,4,Good,Car Loan,Sanction,0,0
6889,570523,38228,38,484,4973,Employed,17,Single,0,Good,Personal Loan,Sanction,2,0
6890,286075,3492,62,572,8196,Unemployed,48,Widowed,3,Poor,Car Loan,Sanction,0,0
6891,97876,38389,22,300,14764,Unemployed,42,Married,4,Average,Personal Loan,Disbursement,1,0
6892,529624,10918,39,448,16465,Self-Employed,31,Divorced,3,Good,Business Loan,File,2,0
6893,834365,28185,41,529,15827,Unemployed,31,Widowed,2,Average,Personal Loan,Disbursement,0,0
6894,312680,23402,46,419,1987,Unemployed,20,Married,3,Good,Business Loan,Lead,3,0
6895,598792,31324,45,638,8942,Employed,41,Widowed,2,Good,Personal Loan,Lead,3,0
6896,628502,31576,39,366,13799,Self-Employed,10,Married,4,Good,Business Loan,File,2,0
6897,187220,33760,45,794,5441,Self-Employed,36,Married,2,Good,Home Loan,Lead,4,0
6898,118936,25134,61,382,2372,Retired,22,Married,4,Good,Personal Loan,Lead,4,0
6899,21279,23225,40,447,3373,Retired,22,Divorced,3,Good,Personal Loan,Lead,1,0
6900,204737,11131,26,308,17623,Self-Employed,52,Married,2,Average,Personal Loan,Disbursement,1,0
6901,108751,32505,38,755,11463,Self-Employed,56,Widowed,4,Good,Car Loan,Sanction,1,0
6902,371577,3268,38,587,1922,Employed,15,Widowed,0,Good,Car Loan,Sanction,2,0
6903,76386,7561,40,836,7650,Unemployed,54,Widowed,2,Good,Home Loan,Disbursement,4,0
6904,91124,31113,59,833,13988,Unemployed,8,Married,0,Poor,Car Loan,File,0,0
6905,372894,13271,54,513,12460,Retired,31,Married,3,Average,Personal Loan,File,1,0
6906,868917,39422,30,424,916,Retired,17,Married,1,Good,Business Loan,Disbursement,1,0
6907,341199,9512,53,468,6839,Self-Employed,23,Married,2,Good,Car Loan,File,4,0
6908,96911,4800,39,561,14659,Retired,41,Single,4,Good,Home Loan,Sanction,3,0
6909,890050,33620,22,545,14838,Unemployed,12,Married,2,Good,Car Loan,Lead,3,0
6910,475489,23422,23,824,1051,Unemployed,54,Single,4,Average,Personal Loan,File,4,0
6911,727030,32845,50,547,7379,Self-Employed,34,Married,4,Good,Personal Loan,File,0,0
6912,998978,31361,59,806,3310,Self-Employed,50,Married,4,Average,Car Loan,File,0,0
6913,452244,14764,39,676,18213,Employed,11,Married,3,Good,Personal Loan,Disbursement,0,0
6914,226094,23164,41,308,14273,Employed,13,Divorced,4,Good,Car Loan,Disbursement,2,0
6915,381036,3143,64,360,10930,Self-Employed,59,Single,1,Good,Car Loan,File,0,0
6916,242723,31213,34,380,7742,Retired,53,Widowed,2,Good,Personal Loan,Disbursement,3,0
6917,338272,8703,51,752,5973,Self-Employed,18,Widowed,2,Good,Business Loan,File,1,0
6918,416324,30850,41,792,11863,Unemployed,14,Married,0,Good,Home Loan,Disbursement,1,0
6919,843927,12806,37,305,4057,Self-Employed,25,Married,3,Good,Business Loan,File,4,0
6920,87806,9094,44,612,5225,Retired,26,Divorced,2,Good,Car Loan,Lead,4,0
6921,884617,18158,57,544,5701,Retired,14,Married,0,Good,Personal Loan,File,3,0
6922,736893,29209,60,698,14256,Retired,10,Divorced,1,Average,Personal Loan,File,1,0
6923,235097,15763,61,642,16604,Employed,39,Divorced,2,Good,Home Loan,File,1,0
6924,979334,38256,54,435,15553,Unemployed,36,Divorced,3,Average,Personal Loan,Lead,0,0
6925,997144,14217,40,516,15708,Unemployed,47,Married,0,Poor,Business Loan,Disbursement,2,1
6926,975013,36872,36,543,11756,Employed,52,Widowed,1,Good,Car Loan,Sanction,2,0
6927,202478,22240,62,561,16899,Employed,53,Married,0,Average,Home Loan,File,4,0
